ID,Age,Masked,Vaccinate,Initial_Status
857,39,No,No,Susceptible
858,57,Yes,No,Susceptible
859,17,No,Yes,Susceptible
860,86,Yes,Yes,Susceptible
861,44,Yes,Yes,Susceptible
862,25,Yes,No,Susceptible
863,17,Yes,No,Susceptible
864,13,Yes,No,Susceptible
865,84,Yes,No,Susceptible
866,25,No,Yes,Susceptible
867,68,Yes,No,Susceptible
868,10,No,Yes,Susceptible
869,67,No,No,Recovered
870,18,Yes,Yes,Susceptible
871,86,Yes,No,Susceptible
872,34,Yes,Yes,Susceptible
873,8,Yes,No,Susceptible
874,40,Yes,Yes,Exposed
875,83,No,Yes,Infectious
876,42,Yes,No,Infectious
877,41,Yes,No,Susceptible
878,6,No,No,Susceptible
879,52,No,Yes,Susceptible
880,26,Yes,Yes,Susceptible
881,64,Yes,Yes,Susceptible
882,59,Yes,Yes,Susceptible
883,56,No,Yes,Susceptible
884,59,Yes,Yes,Susceptible
885,70,Yes,Yes,Susceptible
886,33,Yes,No,Susceptible
887,53,No,Yes,Recovered
888,22,No,No,Susceptible
889,21,No,Yes,Susceptible
890,70,No,Yes,Susceptible
891,70,Yes,No,Susceptible
892,4,No,Yes,Susceptible
893,75,Yes,Yes,Susceptible
894,62,Yes,Yes,Susceptible
895,62,No,Yes,Susceptible
896,24,Yes,No,Susceptible
897,55,Yes,No,Susceptible
898,9,No,Yes,Susceptible
899,3,No,No,Susceptible
900,31,Yes,No,Susceptible
901,40,Yes,No,Susceptible
902,36,Yes,No,Susceptible
903,24,Yes,Yes,Susceptible
904,6,Yes,No,Susceptible
905,66,Yes,Yes,Susceptible
906,84,No,No,Susceptible
907,75,Yes,No,Recovered
908,4,Yes,No,Susceptible
909,79,No,No,Susceptible
910,6,Yes,Yes,Infectious
911,51,Yes,Yes,Susceptible
912,62,No,No,Susceptible
913,57,Yes,No,Recovered
914,66,No,No,Exposed
915,79,Yes,No,Susceptible
916,75,Yes,No,Susceptible
917,8,Yes,No,Susceptible
918,26,No,No,Infectious
919,51,Yes,Yes,Susceptible
920,45,Yes,Yes,Susceptible
921,44,Yes,No,Susceptible
922,5,Yes,No,Recovered
923,70,No,No,Susceptible
924,26,Yes,Yes,Susceptible
925,68,No,No,Infectious
926,19,Yes,Yes,Susceptible
927,84,Yes,Yes,Susceptible
928,20,Yes,Yes,Susceptible
929,12,Yes,Yes,Susceptible
930,47,Yes,No,Susceptible
931,1,Yes,No,Susceptible
932,14,Yes,Yes,Susceptible
933,64,Yes,No,Susceptible
934,38,Yes,Yes,Susceptible
935,37,Yes,Yes,Susceptible
936,11,Yes,No,Exposed
937,77,Yes,No,Exposed
938,3,Yes,No,Susceptible
939,33,No,No,Susceptible
940,6,Yes,Yes,Susceptible
941,50,No,Yes,Susceptible
942,10,Yes,Yes,Susceptible
943,5,No,No,Susceptible
944,23,No,Yes,Susceptible
945,10,Yes,No,Susceptible
946,44,Yes,Yes,Susceptible
947,2,Yes,Yes,Susceptible
948,13,No,Yes,Exposed
949,40,Yes,Yes,Susceptible
950,2,Yes,Yes,Exposed
951,84,No,Yes,Susceptible
952,65,Yes,Yes,Susceptible
953,63,Yes,Yes,Susceptible
954,73,Yes,No,Susceptible
955,17,Yes,No,Susceptible
956,9,No,Yes,Susceptible
957,75,Yes,Yes,Infectious
958,15,Yes,No,Susceptible
959,24,Yes,Yes,Susceptible
960,38,Yes,Yes,Susceptible
961,35,No,Yes,Susceptible
962,49,Yes,Yes,Susceptible
963,69,Yes,Yes,Susceptible
964,62,No,Yes,Susceptible
965,60,Yes,Yes,Susceptible
966,50,No,No,Susceptible
967,78,No,Yes,Susceptible
968,75,Yes,No,Recovered
969,9,Yes,Yes,Susceptible
970,34,Yes,No,Susceptible
971,76,Yes,Yes,Susceptible
972,35,Yes,Yes,Susceptible
973,1,Yes,No,Susceptible
974,40,No,No,Susceptible
975,64,No,Yes,Susceptible
976,22,Yes,Yes,Susceptible
977,60,No,Yes,Susceptible
978,64,Yes,Yes,Susceptible
979,72,No,No,Susceptible
980,11,No,Yes,Susceptible
981,14,Yes,No,Susceptible
982,60,No,No,Susceptible
983,30,No,Yes,Susceptible
984,35,No,No,Susceptible
985,85,Yes,No,Infectious
986,37,Yes,Yes,Susceptible
987,5,Yes,Yes,Susceptible
988,83,Yes,No,Susceptible
989,78,Yes,Yes,Susceptible
990,26,No,Yes,Recovered
991,62,Yes,Yes,Susceptible
992,4,Yes,Yes,Susceptible
993,89,Yes,No,Infectious
994,42,Yes,Yes,Susceptible
995,89,Yes,Yes,Susceptible
996,18,No,No,Susceptible
997,40,Yes,Yes,Susceptible
998,72,Yes,Yes,Exposed
999,39,No,Yes,Susceptible
1000,14,No,No,Susceptible
1001,32,Yes,Yes,Susceptible
1002,51,No,Yes,Susceptible
1003,38,Yes,No,Susceptible
1004,23,Yes,No,Susceptible
1005,63,Yes,No,Susceptible
1006,15,Yes,Yes,Susceptible
1007,25,Yes,Yes,Susceptible
1008,17,Yes,Yes,Susceptible
1009,66,No,Yes,Susceptible
1010,78,No,Yes,Susceptible
1011,53,Yes,No,Susceptible
1012,51,Yes,Yes,Susceptible
1013,39,No,Yes,Susceptible
1014,51,No,No,Susceptible
1015,70,Yes,Yes,Susceptible
1016,6,Yes,No,Susceptible
1017,67,Yes,No,Susceptible
1018,7,No,Yes,Susceptible
1019,51,Yes,Yes,Susceptible
1020,72,Yes,Yes,Susceptible
1021,42,Yes,Yes,Susceptible
1022,64,No,Yes,Susceptible
1023,15,No,Yes,Infectious
1024,29,No,No,Susceptible
1025,33,Yes,Yes,Susceptible
1026,27,No,Yes,Susceptible
1027,36,No,No,Susceptible
1028,29,Yes,No,Susceptible
1029,38,Yes,Yes,Infectious
1030,57,Yes,Yes,Susceptible
1031,27,No,No,Susceptible
1032,55,Yes,No,Susceptible
1033,33,Yes,Yes,Susceptible
1034,68,Yes,Yes,Susceptible
1035,86,No,Yes,Susceptible
1036,66,Yes,No,Susceptible
1037,10,Yes,Yes,Susceptible
1038,5,No,No,Susceptible
1039,74,No,Yes,Susceptible
1040,38,Yes,No,Susceptible
1041,13,Yes,Yes,Susceptible
1042,31,Yes,Yes,Infectious
1043,47,Yes,No,Susceptible
1044,88,Yes,Yes,Susceptible
1045,52,No,Yes,Susceptible
1046,56,Yes,Yes,Susceptible
1047,15,Yes,No,Susceptible
1048,29,Yes,No,Susceptible
1049,8,No,Yes,Susceptible
1050,5,Yes,Yes,Susceptible
1051,29,Yes,Yes,Susceptible
1052,47,No,No,Susceptible
1053,68,No,Yes,Exposed
1054,76,No,No,Susceptible
1055,45,Yes,No,Susceptible
1056,2,Yes,Yes,Susceptible
1057,27,Yes,No,Exposed
1058,36,No,Yes,Infectious
1059,36,No,No,Susceptible
1060,26,No,No,Susceptible
1061,43,Yes,Yes,Susceptible
1062,27,Yes,No,Susceptible
1063,69,No,No,Susceptible
1064,20,Yes,Yes,Susceptible
1065,11,Yes,No,Susceptible
1066,74,Yes,No,Exposed
1067,38,Yes,Yes,Susceptible
1068,6,Yes,Yes,Susceptible
1069,72,Yes,Yes,Susceptible
1070,23,Yes,Yes,Susceptible
1071,47,Yes,Yes,Susceptible
1072,46,Yes,No,Susceptible
1073,12,Yes,No,Susceptible
1074,13,No,Yes,Susceptible
1075,62,Yes,Yes,Susceptible
1076,82,Yes,Yes,Susceptible
1077,89,No,No,Susceptible
1078,60,No,No,Susceptible
1079,43,Yes,No,Susceptible
1080,76,Yes,No,Exposed
1081,68,No,No,Recovered
1082,5,No,Yes,Susceptible
1083,37,Yes,No,Susceptible
1084,72,Yes,No,Infectious
1085,31,No,Yes,Susceptible
1086,9,Yes,No,Susceptible
1087,51,Yes,No,Recovered
1088,29,Yes,Yes,Susceptible
1089,78,Yes,Yes,Susceptible
1090,40,No,Yes,Susceptible
1091,41,Yes,Yes,Recovered
1092,86,Yes,No,Exposed
1093,11,Yes,No,Susceptible
1094,23,Yes,Yes,Susceptible
1095,1,Yes,Yes,Susceptible
1096,46,No,No,Susceptible
1097,21,Yes,Yes,Susceptible
1098,36,Yes,Yes,Susceptible
1099,54,No,No,Susceptible
1100,87,Yes,No,Susceptible
1101,57,Yes,No,Infectious
1102,1,Yes,No,Susceptible
1103,63,Yes,No,Exposed
1104,54,Yes,Yes,Susceptible
1105,55,No,No,Susceptible
1106,40,No,Yes,Susceptible
1107,15,Yes,Yes,Susceptible
1108,21,No,Yes,Susceptible
1109,47,No,No,Susceptible
1110,73,No,Yes,Infectious
1111,53,No,Yes,Susceptible
1112,9,No,No,Susceptible
1113,74,Yes,No,Susceptible
1114,52,Yes,No,Susceptible
1115,57,Yes,Yes,Susceptible
1116,26,No,Yes,Susceptible
1117,41,Yes,Yes,Susceptible
1118,35,Yes,No,Susceptible
1119,63,No,Yes,Susceptible
1120,25,No,No,Infectious
1121,75,Yes,Yes,Susceptible
1122,38,Yes,No,Exposed
1123,2,No,No,Exposed
1124,7,Yes,No,Susceptible
1125,82,Yes,No,Susceptible
1126,34,Yes,Yes,Susceptible
1127,17,No,No,Susceptible
1128,43,No,No,Exposed
1129,59,Yes,Yes,Susceptible
1130,51,Yes,No,Susceptible
1131,54,No,No,Susceptible
1132,24,No,Yes,Exposed
1133,25,Yes,No,Susceptible
1134,71,Yes,No,Susceptible
1135,52,Yes,Yes,Exposed
1136,70,Yes,Yes,Susceptible
1137,88,Yes,Yes,Susceptible
1138,33,Yes,No,Susceptible
1139,49,Yes,No,Susceptible
1140,29,Yes,No,Susceptible
1141,63,No,No,Exposed
1142,22,Yes,Yes,Susceptible
1143,26,Yes,No,Susceptible
1144,28,Yes,No,Susceptible
1145,85,Yes,No,Susceptible
1146,49,Yes,Yes,Susceptible
1147,71,Yes,No,Susceptible
1148,81,No,Yes,Susceptible
1149,84,Yes,No,Susceptible
1150,49,Yes,No,Recovered
1151,20,Yes,Yes,Susceptible
1152,86,Yes,Yes,Susceptible
1153,63,Yes,Yes,Susceptible
1154,61,Yes,Yes,Susceptible
1155,49,Yes,No,Infectious
1156,71,Yes,Yes,Susceptible
1157,1,No,Yes,Susceptible
1158,13,No,Yes,Susceptible
1159,87,Yes,No,Susceptible
1160,51,Yes,Yes,Exposed
1161,56,No,Yes,Susceptible
1162,83,No,No,Susceptible
1163,62,Yes,No,Exposed
1164,32,No,Yes,Susceptible
1165,30,Yes,Yes,Susceptible
1166,29,Yes,Yes,Susceptible
1167,49,Yes,No,Susceptible
1168,45,Yes,No,Susceptible
1169,30,No,No,Susceptible
1170,16,Yes,Yes,Susceptible
1171,40,Yes,No,Susceptible
1172,19,Yes,Yes,Susceptible
1173,18,No,No,Susceptible
1174,1,Yes,No,Infectious
1175,78,Yes,No,Susceptible
1176,47,No,Yes,Exposed
1177,66,Yes,No,Susceptible
1178,38,Yes,Yes,Susceptible
1179,51,No,Yes,Susceptible
1180,63,Yes,No,Susceptible
1181,4,Yes,Yes,Susceptible
1182,1,Yes,No,Recovered
1183,8,Yes,No,Susceptible
1184,29,No,No,Susceptible
1185,55,No,No,Susceptible
1186,3,No,No,Susceptible
1187,32,Yes,Yes,Susceptible
1188,10,Yes,Yes,Susceptible
1189,74,Yes,No,Susceptible
1190,83,Yes,Yes,Susceptible
1191,34,Yes,No,Susceptible
1192,87,No,No,Susceptible
1193,55,Yes,Yes,Susceptible
1194,32,No,No,Susceptible
1195,50,Yes,No,Susceptible
1196,7,Yes,No,Susceptible
1197,8,Yes,No,Susceptible
1198,65,Yes,Yes,Susceptible
1199,57,Yes,No,Susceptible
1200,67,No,No,Susceptible
1201,88,Yes,No,Susceptible
1202,87,No,Yes,Susceptible
1203,59,Yes,Yes,Susceptible
1204,72,Yes,Yes,Recovered
1205,54,Yes,Yes,Susceptible
1206,67,Yes,No,Susceptible
1207,51,Yes,No,Susceptible
1208,8,Yes,Yes,Infectious
1209,34,Yes,No,Susceptible
1210,35,Yes,Yes,Susceptible
1211,88,No,Yes,Susceptible
1212,78,Yes,Yes,Susceptible
1213,32,Yes,No,Susceptible
1214,46,Yes,Yes,Susceptible
1215,16,No,Yes,Susceptible
1216,68,Yes,Yes,Susceptible
1217,37,Yes,No,Susceptible
1218,54,Yes,No,Susceptible
1219,85,No,Yes,Susceptible
1220,14,Yes,No,Recovered
1221,55,No,Yes,Susceptible
1222,48,Yes,No,Susceptible
1223,82,Yes,No,Exposed
1224,7,No,Yes,Infectious
1225,74,Yes,Yes,Infectious
1226,7,Yes,No,Susceptible
1227,33,Yes,Yes,Susceptible
1228,23,Yes,Yes,Susceptible
1229,85,No,Yes,Susceptible
1230,19,No,Yes,Infectious
1231,19,Yes,Yes,Susceptible
1232,36,Yes,No,Susceptible
1233,29,Yes,Yes,Recovered
1234,60,Yes,Yes,Recovered
1235,82,No,No,Recovered
1236,2,Yes,No,Infectious
1237,1,No,Yes,Susceptible
1238,47,No,Yes,Susceptible
1239,69,Yes,Yes,Exposed
1240,20,Yes,No,Susceptible
1241,11,Yes,Yes,Susceptible
1242,2,No,No,Susceptible
1243,67,Yes,No,Susceptible
1244,87,No,Yes,Susceptible
1245,12,Yes,Yes,Susceptible
1246,20,No,No,Susceptible
1247,5,Yes,Yes,Susceptible
1248,37,Yes,No,Recovered
1249,38,No,Yes,Recovered
1250,9,Yes,Yes,Susceptible
1251,53,Yes,No,Susceptible
1252,44,Yes,Yes,Susceptible
1253,86,Yes,No,Susceptible
1254,24,Yes,No,Susceptible
1255,81,Yes,No,Susceptible
1256,74,Yes,Yes,Recovered
1257,30,Yes,Yes,Susceptible
1258,59,Yes,Yes,Susceptible
1259,87,Yes,No,Susceptible
1260,81,No,Yes,Susceptible
1261,81,Yes,No,Susceptible
1262,14,No,Yes,Susceptible
1263,9,No,Yes,Susceptible
1264,40,Yes,Yes,Susceptible
1265,66,Yes,No,Susceptible
1266,25,Yes,Yes,Susceptible
1267,73,No,Yes,Susceptible
1268,22,No,Yes,Susceptible
1269,4,Yes,Yes,Susceptible
1270,26,No,No,Susceptible
1271,58,No,Yes,Exposed
1272,29,Yes,No,Susceptible
1273,87,Yes,No,Susceptible
1274,37,No,Yes,Susceptible
1275,75,Yes,No,Susceptible
1276,70,No,Yes,Susceptible
1277,18,No,No,Susceptible
1278,85,No,Yes,Susceptible
1279,42,Yes,No,Susceptible
1280,41,Yes,No,Susceptible
1281,38,Yes,Yes,Susceptible
1282,34,Yes,No,Susceptible
1283,17,Yes,Yes,Susceptible
1284,37,Yes,No,Susceptible
1285,25,Yes,Yes,Susceptible
1286,76,Yes,No,Susceptible
1287,87,No,No,Susceptible
1288,86,Yes,Yes,Susceptible
1289,85,Yes,Yes,Susceptible
1290,27,Yes,Yes,Recovered
1291,57,No,Yes,Susceptible
1292,31,No,No,Susceptible
1293,6,Yes,No,Susceptible
1294,40,Yes,Yes,Susceptible
1295,12,No,Yes,Susceptible
1296,53,Yes,Yes,Susceptible
1297,71,Yes,Yes,Susceptible
1298,10,No,No,Susceptible
1299,45,Yes,Yes,Susceptible
1300,17,Yes,Yes,Susceptible
1301,26,Yes,Yes,Susceptible
1302,85,No,No,Susceptible
1303,62,Yes,No,Susceptible
1304,46,Yes,Yes,Susceptible
1305,64,Yes,Yes,Susceptible
1306,2,No,Yes,Recovered
1307,54,Yes,Yes,Susceptible
1308,65,Yes,Yes,Susceptible
1309,51,Yes,No,Susceptible
1310,53,Yes,No,Susceptible
1311,36,Yes,No,Exposed
1312,26,Yes,No,Susceptible
1313,29,Yes,No,Susceptible
1314,21,Yes,Yes,Susceptible
1315,11,Yes,Yes,Susceptible
1316,40,Yes,No,Susceptible
1317,11,Yes,No,Susceptible
1318,36,No,No,Susceptible
1319,59,No,Yes,Susceptible
1320,39,Yes,No,Susceptible
1321,54,Yes,Yes,Infectious
1322,55,Yes,Yes,Susceptible
1323,24,No,Yes,Recovered
1324,22,No,Yes,Infectious
1325,69,No,No,Susceptible
1326,56,Yes,No,Susceptible
1327,33,No,Yes,Susceptible
1328,36,Yes,No,Susceptible
1329,20,Yes,No,Susceptible
1330,83,No,Yes,Susceptible
1331,81,Yes,Yes,Susceptible
1332,62,Yes,No,Susceptible
1333,73,No,Yes,Recovered
1334,26,Yes,No,Susceptible
1335,66,Yes,No,Susceptible
1336,73,Yes,No,Susceptible
1337,73,No,No,Exposed
1338,40,Yes,No,Exposed
1339,17,No,Yes,Susceptible
1340,1,No,Yes,Susceptible
1341,89,No,Yes,Susceptible
1342,61,No,No,Susceptible
1343,43,No,Yes,Infectious
1344,42,No,Yes,Susceptible
1345,25,No,No,Susceptible
1346,39,Yes,Yes,Susceptible
1347,35,Yes,Yes,Susceptible
1348,3,Yes,Yes,Susceptible
1349,44,Yes,No,Susceptible
1350,51,Yes,No,Susceptible
1351,12,Yes,No,Susceptible
1352,19,Yes,Yes,Exposed
1353,44,No,Yes,Susceptible
1354,59,No,Yes,Susceptible
1355,49,Yes,Yes,Susceptible
1356,61,No,No,Susceptible
1357,17,Yes,No,Susceptible
1358,74,Yes,No,Exposed
1359,57,Yes,No,Susceptible
1360,55,Yes,No,Susceptible
1361,47,No,No,Susceptible
1362,12,Yes,Yes,Susceptible
1363,62,No,Yes,Susceptible
1364,80,Yes,Yes,Susceptible
1365,88,Yes,No,Susceptible
1366,83,Yes,Yes,Susceptible
1367,8,Yes,Yes,Susceptible
1368,21,No,No,Susceptible
1369,81,Yes,Yes,Susceptible
1370,87,Yes,No,Susceptible
1371,80,No,Yes,Susceptible
1372,70,Yes,Yes,Exposed
1373,72,No,No,Susceptible
1374,25,Yes,Yes,Exposed
1375,82,No,Yes,Susceptible
1376,89,Yes,No,Susceptible
1377,12,Yes,Yes,Infectious
1378,15,Yes,No,Susceptible
1379,59,Yes,No,Susceptible
1380,26,Yes,No,Susceptible
1381,26,Yes,Yes,Susceptible
1382,47,No,Yes,Susceptible
1383,32,Yes,No,Susceptible
1384,10,Yes,Yes,Susceptible
1385,16,No,Yes,Susceptible
1386,71,Yes,Yes,Susceptible
1387,17,Yes,No,Recovered
1388,23,Yes,No,Exposed
1389,26,Yes,No,Susceptible
1390,85,Yes,Yes,Susceptible
1391,86,Yes,No,Susceptible
1392,7,Yes,Yes,Susceptible
1393,14,No,Yes,Susceptible
1394,79,No,No,Exposed
1395,7,Yes,No,Susceptible
1396,9,Yes,No,Susceptible
1397,48,Yes,No,Susceptible
1398,72,Yes,Yes,Susceptible
1399,59,Yes,Yes,Susceptible
1400,87,Yes,No,Infectious
1401,82,Yes,Yes,Susceptible
1402,39,Yes,No,Susceptible
1403,18,No,No,Susceptible
1404,59,Yes,Yes,Susceptible
1405,17,Yes,No,Susceptible
1406,14,No,Yes,Susceptible
1407,31,Yes,No,Susceptible
1408,24,No,Yes,Susceptible
1409,60,Yes,No,Infectious
1410,45,Yes,Yes,Susceptible
1411,3,Yes,Yes,Susceptible
1412,37,Yes,No,Exposed
1413,43,Yes,Yes,Susceptible
1414,40,No,Yes,Susceptible
1415,55,Yes,Yes,Susceptible
1416,87,Yes,Yes,Susceptible
1417,39,Yes,No,Exposed
1418,15,Yes,Yes,Susceptible
1419,4,No,No,Susceptible
1420,86,Yes,No,Susceptible
1421,25,Yes,Yes,Susceptible
1422,13,Yes,Yes,Susceptible
1423,82,Yes,Yes,Recovered
1424,33,Yes,Yes,Infectious
1425,16,Yes,Yes,Susceptible
1426,42,Yes,No,Susceptible
1427,66,Yes,Yes,Susceptible
1428,55,No,No,Susceptible
1429,42,Yes,Yes,Recovered
1430,34,Yes,Yes,Susceptible
1431,30,No,No,Susceptible
1432,13,No,No,Susceptible
1433,13,Yes,No,Susceptible
1434,18,Yes,No,Susceptible
1435,32,No,Yes,Susceptible
1436,39,No,No,Susceptible
1437,46,No,No,Susceptible
1438,29,Yes,No,Susceptible
1439,62,Yes,Yes,Susceptible
1440,62,Yes,No,Recovered
1441,57,Yes,Yes,Susceptible
1442,16,No,No,Susceptible
1443,56,No,Yes,Exposed
1444,10,Yes,Yes,Susceptible
1445,30,No,Yes,Susceptible
1446,25,Yes,Yes,Susceptible
1447,84,No,No,Susceptible
1448,5,Yes,No,Susceptible
1449,65,Yes,No,Susceptible
1450,49,No,No,Susceptible
1451,3,Yes,Yes,Susceptible
1452,45,No,No,Susceptible
1453,14,No,No,Susceptible
1454,30,Yes,No,Susceptible
1455,68,Yes,Yes,Recovered
1456,18,No,Yes,Susceptible
1457,62,Yes,No,Susceptible
1458,37,Yes,No,Susceptible
1459,25,Yes,Yes,Susceptible
1460,48,No,Yes,Susceptible
1461,65,Yes,No,Susceptible
1462,53,Yes,Yes,Susceptible
1463,79,No,Yes,Susceptible
1464,73,Yes,No,Susceptible
1465,15,No,No,Susceptible
1466,49,Yes,No,Susceptible
1467,88,No,No,Susceptible
1468,68,No,No,Susceptible
1469,12,No,Yes,Susceptible
1470,59,No,No,Susceptible
1471,37,Yes,Yes,Susceptible
1472,61,Yes,No,Susceptible
1473,43,Yes,No,Susceptible
1474,70,No,Yes,Susceptible
1475,39,No,Yes,Susceptible
1476,56,Yes,No,Recovered
1477,63,Yes,No,Susceptible
1478,46,No,No,Susceptible
1479,88,Yes,Yes,Susceptible
1480,11,No,Yes,Susceptible
1481,62,Yes,Yes,Susceptible
1482,77,No,Yes,Susceptible
1483,25,No,Yes,Susceptible
1484,71,Yes,Yes,Susceptible
1485,52,Yes,Yes,Susceptible
1486,4,Yes,No,Susceptible
1487,59,Yes,No,Susceptible
1488,72,Yes,No,Susceptible
1489,20,No,Yes,Susceptible
1490,63,Yes,Yes,Susceptible
1491,54,Yes,No,Susceptible
1492,74,Yes,No,Susceptible
1493,57,Yes,No,Susceptible
1494,41,Yes,No,Infectious
1495,3,Yes,No,Susceptible
1496,6,Yes,No,Susceptible
1497,5,Yes,No,Susceptible
1498,5,No,No,Susceptible
1499,54,Yes,No,Recovered
1500,47,Yes,No,Susceptible
1501,87,No,Yes,Susceptible
1502,49,No,Yes,Susceptible
1503,9,Yes,No,Susceptible
1504,20,Yes,Yes,Susceptible
1505,61,Yes,No,Exposed
1506,35,Yes,Yes,Susceptible
1507,50,Yes,No,Exposed
1508,82,Yes,No,Susceptible
1509,62,Yes,Yes,Susceptible
1510,17,Yes,No,Susceptible
1511,88,Yes,No,Susceptible
1512,3,Yes,No,Susceptible
1513,32,Yes,No,Susceptible
1514,13,Yes,No,Susceptible
1515,89,No,Yes,Susceptible
1516,73,Yes,No,Susceptible
1517,68,Yes,No,Susceptible
1518,14,Yes,No,Susceptible
1519,11,No,No,Susceptible
1520,56,Yes,No,Susceptible
1521,67,Yes,Yes,Susceptible
1522,29,Yes,No,Exposed
1523,9,Yes,Yes,Susceptible
1524,67,No,Yes,Exposed
1525,25,Yes,No,Susceptible
1526,76,Yes,No,Susceptible
1527,42,Yes,Yes,Susceptible
1528,9,Yes,No,Exposed
1529,79,No,No,Susceptible
1530,40,Yes,Yes,Susceptible
1531,25,Yes,No,Susceptible
1532,5,No,Yes,Susceptible
1533,11,Yes,No,Susceptible
1534,59,Yes,No,Susceptible
1535,88,Yes,No,Susceptible
1536,79,Yes,Yes,Susceptible
1537,38,No,Yes,Susceptible
1538,72,No,Yes,Susceptible
1539,5,Yes,Yes,Recovered
1540,48,Yes,Yes,Susceptible
1541,18,Yes,Yes,Susceptible
1542,70,Yes,Yes,Susceptible
1543,37,Yes,No,Susceptible
1544,60,Yes,Yes,Susceptible
1545,48,Yes,Yes,Susceptible
1546,77,No,No,Susceptible
1547,28,Yes,Yes,Susceptible
1548,69,Yes,Yes,Susceptible
1549,77,No,No,Susceptible
1550,81,No,No,Susceptible
1551,40,Yes,Yes,Susceptible
1552,45,Yes,No,Susceptible
1553,62,Yes,No,Susceptible
1554,58,Yes,No,Susceptible
1555,67,Yes,No,Susceptible
1556,56,Yes,Yes,Susceptible
1557,40,No,No,Recovered
1558,40,Yes,Yes,Susceptible
1559,77,Yes,No,Susceptible
1560,33,No,No,Susceptible
1561,6,Yes,Yes,Susceptible
1562,88,No,Yes,Susceptible
1563,19,No,Yes,Exposed
1564,80,No,No,Susceptible
1565,40,Yes,Yes,Susceptible
1566,59,Yes,Yes,Susceptible
1567,59,No,Yes,Susceptible
1568,48,Yes,No,Susceptible
1569,41,No,No,Susceptible
1570,13,Yes,No,Susceptible
1571,45,Yes,Yes,Susceptible
1572,89,Yes,Yes,Susceptible
1573,53,Yes,Yes,Susceptible
1574,42,Yes,Yes,Exposed
1575,63,No,Yes,Susceptible
1576,27,Yes,No,Susceptible
1577,38,No,Yes,Susceptible
1578,60,Yes,No,Susceptible
1579,7,No,Yes,Susceptible
1580,5,No,Yes,Susceptible
1581,45,No,No,Susceptible
1582,58,No,No,Susceptible
1583,31,Yes,Yes,Susceptible
1584,23,Yes,Yes,Exposed
1585,42,Yes,Yes,Susceptible
1586,10,Yes,Yes,Susceptible
1587,32,Yes,Yes,Susceptible
1588,53,Yes,No,Exposed
1589,30,Yes,No,Recovered
1590,39,Yes,No,Susceptible
1591,31,Yes,No,Susceptible
1592,82,No,No,Susceptible
1593,2,No,No,Susceptible
1594,78,Yes,No,Susceptible
1595,77,No,No,Susceptible
1596,12,Yes,No,Susceptible
1597,39,Yes,No,Susceptible
1598,66,Yes,No,Susceptible
1599,13,No,Yes,Susceptible
1600,46,Yes,No,Susceptible
1601,27,Yes,No,Recovered
1602,17,Yes,No,Susceptible
1603,60,Yes,Yes,Susceptible
1604,64,No,No,Susceptible
1605,88,Yes,No,Susceptible
1606,35,Yes,No,Susceptible
1607,70,Yes,Yes,Susceptible
1608,83,No,Yes,Susceptible
1609,30,No,Yes,Susceptible
1610,71,No,Yes,Susceptible
1611,74,No,Yes,Infectious
1612,63,Yes,No,Susceptible
1613,28,Yes,Yes,Susceptible
1614,60,Yes,No,Susceptible
1615,79,Yes,No,Susceptible
1616,37,Yes,No,Susceptible
1617,22,Yes,No,Susceptible
1618,68,Yes,Yes,Susceptible
1619,20,Yes,Yes,Susceptible
1620,68,Yes,Yes,Susceptible
1621,64,Yes,No,Susceptible
1622,17,No,No,Susceptible
1623,12,Yes,Yes,Susceptible
1624,22,Yes,Yes,Susceptible
1625,17,Yes,No,Susceptible
1626,10,Yes,No,Susceptible
1627,65,Yes,No,Susceptible
1628,22,No,No,Susceptible
1629,82,No,No,Exposed
1630,50,Yes,No,Infectious
1631,14,Yes,Yes,Exposed
1632,64,No,No,Susceptible
1633,47,No,No,Susceptible
1634,29,Yes,No,Infectious
1635,76,Yes,Yes,Susceptible
1636,36,Yes,No,Susceptible
1637,52,No,Yes,Susceptible
1638,76,Yes,Yes,Susceptible
1639,7,No,Yes,Susceptible
1640,29,No,Yes,Susceptible
1641,11,Yes,No,Susceptible
1642,33,Yes,Yes,Susceptible
1643,6,Yes,Yes,Susceptible
1644,79,No,Yes,Exposed
1645,32,Yes,Yes,Susceptible
1646,51,Yes,No,Susceptible
1647,75,No,Yes,Susceptible
1648,58,Yes,No,Susceptible
1649,87,Yes,No,Susceptible
1650,26,Yes,Yes,Susceptible
1651,46,Yes,Yes,Susceptible
1652,29,Yes,No,Susceptible
1653,4,Yes,Yes,Susceptible
1654,81,Yes,Yes,Susceptible
1655,13,Yes,Yes,Infectious
1656,39,No,Yes,Infectious
1657,15,Yes,No,Susceptible
1658,29,Yes,Yes,Susceptible
1659,29,Yes,No,Infectious
1660,75,No,No,Susceptible
1661,32,Yes,No,Susceptible
